,user_id,cumulative_score,topic_id,topic_title,score,attempts,duration,result,problem_check,problem_check_correct,problem_check_incorrect,number_of_times_accessed,play_video,pause_video,reset_problem,seek_video,stop_video,processing_a,processing_r,perception_s,perception_i,reception_vi,reception_ve,understanding_s,understanding_g,click_forum,create_thread,delete_thread,create_comment,delete_comment,duration,percentage_of_completion,processing_a,processing_r,perception_s,perception_i,reception_vi,reception_ve,understanding_s,understanding_g,number_of_assignments_completed,number_of_topics_completed,NA,success_rate,average_time_spent_per_assignment
12,1,0.15820663184823558,3.11, Words relating to directions,0,0,0,0,0,0,0,5,27,27,8,35,16,True,True,False,False,True,False,False,True,34,9,4,56,37,2889720,0.569620253164557,True,True,True,True,True,False,True,True,0.015752461322081576,0,45,0,0.8189655172413793
13,1,0.808695295312374,3.5, Inappropriate Pronounciation,0,0,0,0,0,0,0,6,33,33,92,50,28,True,True,False,True,True,True,True,True,79,48,1,86,28,3110380,0.4430379746835443,True,False,True,True,True,True,False,False,0.031103074141048823,0,35,0,0.8189655172413793
14,1,0.8988262320743585,4.4, kannada Verbs,0,0,0,0,0,0,0,3,68,68,77,10,33,True,True,True,False,False,True,False,False,73,72,68,93,80,4145517,0.7468354430379747,True,False,False,True,True,True,False,False,0.019952799828363014,0,59,0,0.8189655172413793
15,1,0.0017876225581969774,3a14, Reading Practice,0.44419224073095065,33,6617193,6,24,15,0,1,48,48,69,7,42,False,True,True,False,False,True,False,False,59,9,2,53,30,3186810,0.46835443037974683,False,False,True,False,True,False,False,False,0.018635724331926864,1,36,0,0.7857142857142857
16,1,0.9005919164095553,3a16, Mach food Items to english translation,0.7244166082050858,99,6124635,3,82,77,0,3,8,8,28,80,7,True,False,False,False,False,True,True,True,59,23,23,37,17,3548704,0.5443037974683544,False,False,True,True,True,True,True,False,0.011151295961422544,1,42,0,0.8423423423423423
17,1,0.7184911870638226,5a5, Translate from Kannada to English,0.7055240595187726,16,4645136,3,31,16,5,10,79,79,84,54,35,True,True,True,True,True,False,False,True,84,34,10,82,63,7102890,1.0,True,True,False,False,False,True,True,True,0.013307367737747485,1,78,0,0.8023715415019763
18,1,0.5578456320601204,2.0, Kannada Aksharamale,0,0,0,0,0,0,0,5,32,32,2,36,16,True,True,False,True,False,False,False,True,11,6,5,11,4,301250,0.06329113924050633,True,False,True,True,True,True,False,False,0.027848101265822784,0,5,0,0.8023715415019763
19,1,0.45965610765949183,3.14, Word relating to relationship,0,0,0,0,0,0,0,3,78,78,82,47,15,True,False,True,False,True,False,True,True,27,7,6,36,25,4232100,0.6329113924050633,True,True,True,False,True,True,True,False,0.009113924050632912,0,50,0,0.8023715415019763
20,1,0.46713922217550086,5a2, Write equivalent english,0.7567577865464024,97,31475530,3,147,91,52,6,46,46,47,50,14,False,True,False,False,False,True,False,False,97,54,11,78,61,4715800,0.9620253164556962,False,False,True,False,False,True,False,True,0.013164556962025316,1,75,0,0.735
21,1,0.06729285922755301,3a15, Match numbers with Kannada translation,0.8372280458050435,63,5758389,2,86,50,35,7,40,40,84,13,17,True,False,True,False,False,True,True,True,18,15,6,38,35,2396546,0.4810126582278481,True,True,False,False,True,False,True,False,0.013000342114266164,1,37,0,0.7078189300411523
22,1,0.5695837128150338,4a1, Identify adjectives in sentences,0.7719572902653001,56,17524080,3,51,35,10,4,71,71,39,69,4,False,False,True,False,False,False,True,False,100,87,16,127,114,5069722,0.7341772151898734,False,False,True,False,True,False,True,False,0.028203419942260714,1,57,0,0.7057728119180633
23,1,0.19177255663013704,3a9, Match the genders,0.4508497823691943,12,3123108,6,25,8,9,8,2,2,32,97,0,True,False,True,False,False,True,False,True,44,21,14,21,15,1899123,0.3670886075949367,False,False,True,True,True,True,False,False,0.00949367088607595,1,28,0,0.6886120996441281
24,1,0.287079586170939,3.13, Parts of Human body,0,0,0,0,0,0,0,2,90,90,68,74,43,True,False,False,False,True,True,False,True,97,46,30,69,8,3895008,0.6075949367088608,True,True,True,False,False,False,True,False,0.01819620253164557,0,48,0,0.6886120996441281
25,2,0.3225902334910207,4.1, nouns,0,0,0,0,0,0,0,10,49,49,13,98,14,True,False,False,False,False,False,True,False,82,24,1,24,8,3503358,0.6835443037974683,True,True,True,True,False,True,True,True,0.005625879043600563,0,54,0,0.6886120996441281
26,2,0.18299624035737216,3.7, List of Vegetables,0,0,0,0,0,0,0,9,89,89,9,85,25,True,True,False,True,False,True,True,True,42,6,2,13,11,2820400,0.5063291139240507,True,False,False,False,True,True,True,False,0.004113924050632912,0,40,0,0.6886120996441281
27,2,0.26795465755431425,4.2.1, Use of pronouns in Kannada sentences,0,0,0,0,0,0,0,8,72,72,24,6,60,False,False,False,False,False,True,True,True,93,88,3,94,87,3470096,0.7088607594936709,True,False,False,True,True,True,False,False,0.021247739602169982,0,56,0,0.6886120996441281
28,2,0.4898209908653479,3a1, Match kannada singular words to english.,0.5957347564346045,35,12276530,5,37,15,17,9,77,77,58,21,29,True,False,False,True,False,True,True,True,45,3,1,11,10,1368288,0.20253164556962025,True,True,True,False,False,False,True,True,0.009282700421940928,1,15,0,0.671118530884808
29,2,0.5700538599497567,3a16, Mach food Items to english translation,0.5149877754780091,83,9816991,5,138,57,77,1,29,29,30,99,3,False,False,False,False,True,False,False,True,90,18,4,46,44,3709653,0.5443037974683544,True,True,False,False,True,False,False,False,0.013863773357444244,1,42,0,0.6227951153324288
30,2,0.8790775704349086,3.4, Antonyms,0,0,0,0,0,0,0,6,98,98,67,100,57,True,True,True,False,True,False,True,False,12,9,9,28,25,2063589,0.4177215189873418,True,True,True,False,False,False,True,True,0.010740314537782892,0,33,0,0.6227951153324288
31,2,0.39393583580784863,4.5, Adverbs,0,0,0,0,0,0,0,6,91,91,100,38,52,True,True,False,False,True,False,True,True,66,20,7,33,1,4889760,0.7721518987341772,False,True,False,True,True,False,True,False,0.006847893753890849,0,61,0,0.6227951153324288
32,2,0.5122790767207407,3.1, Singular and Plural nouns,0,0,0,0,0,0,0,2,13,13,64,17,10,True,False,True,False,True,False,True,True,7,6,2,7,2,1152195,0.189873417721519,True,False,True,True,True,True,False,False,0.00590717299578059,0,15,0,0.6227951153324288
33,2,0.5033616180957128,5a5, Translate from Kannada to English,0.9474800216631113,23,4884487,1,25,7,11,2,29,29,89,97,20,True,False,True,False,True,True,False,True,42,22,5,66,23,5098502,1.0,True,False,True,False,True,True,False,False,0.010710808179162609,1,78,0,0.6115485564304461
34,2,0.3959328158815012,5a3, Fill in the blanks,0.9576128377297218,92,13239536,1,142,51,84,2,17,17,88,69,8,True,True,True,True,True,True,True,False,90,42,22,43,43,5787243,0.9746835443037974,False,False,False,False,True,False,False,True,0.007161892071952032,1,76,0,0.5719026548672567
35,2,0.39926599901271254,5a4, Translate from English to Kannada,0.4654850294484165,94,20444624,6,86,72,8,10,76,76,98,66,63,True,True,True,False,True,False,True,True,9,4,4,4,0,5064228,0.9873417721518988,False,True,False,False,False,True,True,True,0.0006575702778234424,1,77,0,0.5949494949494949
36,2,0.42579988684019054,4.4, kannada Verbs,0,0,0,0,0,0,0,9,94,94,62,37,75,False,True,True,False,True,True,False,True,80,45,5,45,0,3950581,0.7468354430379747,False,False,False,True,True,False,False,False,0.009654580562111135,0,59,0,0.5949494949494949
37,2,0.8331282423223669,3.0, Introduction,0,0,0,0,0,0,0,10,25,25,63,68,5,False,True,True,True,True,False,False,True,33,28,8,75,50,1240806,0.17721518987341772,False,False,True,True,False,True,False,True,0.06781193490054249,0,14,0,0.5949494949494949
38,2,0.17007351320515773,1.3, About Kannada Language (Kannada Bhashe),0,0,0,0,0,0,0,1,62,62,57,64,49,True,True,True,False,True,False,True,False,33,22,22,39,33,290100,0.05063291139240506,False,False,False,False,False,True,False,False,0.12341772151898735,0,4,0,0.5949494949494949
39,2,0.3599024634906055,3a4, Write english transcription of the kannada singular plural words,0.9091137153058566,63,18885699,1,106,60,36,3,60,60,79,76,11,False,False,True,True,False,False,True,True,81,31,31,67,41,1175872,0.24050632911392406,True,False,False,True,False,True,True,True,0.047116736990154715,1,18,0,0.5921532846715328
40,2,0.4257629229800711,3a5, Write some masculine gender names,0.8749561518544239,98,22723750,2,140,64,71,10,45,45,8,76,4,True,True,True,True,True,True,False,False,72,16,15,63,37,1526900,0.31645569620253167,False,False,False,False,True,True,True,True,0.03322784810126582,1,24,0,0.5768608414239482
41,2,0.4194555624654811,4a2, Identify verbs in Kannada sentences,0.633182604505082,37,4723531,4,54,25,23,5,86,86,43,19,1,False,True,False,True,False,True,False,False,28,26,1,38,1,5396160,0.759493670886076,True,True,True,True,False,True,True,False,0.00815275691911607,1,59,0,0.5720930232558139
42,2,0.46489356855421016,5.3, Conversation-3,0,0,0,0,0,0,0,1,49,49,100,43,28,False,False,False,False,False,False,False,True,80,41,16,70,66,5899872,0.9367088607594937,True,False,True,True,True,False,True,False,0.011973999315771467,0,74,0,0.5720930232558139
43,2,0.48228549314179103,4.9, Simple communicative sentences in Kannada,0,0,0,0,0,0,0,9,60,60,17,71,52,True,False,False,True,False,False,False,False,53,20,8,43,20,5165416,0.8607594936708861,True,False,False,False,False,False,True,True,0.00800446760982874,0,68,0,0.5720930232558139
44,2,0.47843059975378965,3.3, Interrogative words,0,0,0,0,0,0,0,6,82,82,55,60,7,True,True,True,True,False,False,False,True,27,24,12,66,63,1936632,0.3924050632911392,False,False,True,True,True,True,True,True,0.02694977541853818,0,31,0,0.5720930232558139
45,2,0.7904137326382283,5.1, Conversation-1,0,0,0,0,0,0,0,7,46,46,88,42,34,False,False,True,True,True,True,True,False,68,26,26,58,7,5996520,0.9113924050632911,True,True,True,False,True,True,False,False,0.010196905766526019,0,72,0,0.5720930232558139
46,2,0.4079179159336882,3.15, Words relating to place of living,0,0,0,0,0,0,0,6,94,94,93,99,18,False,False,True,True,True,False,True,False,89,42,1,83,1,3362787,0.6455696202531646,False,True,True,True,True,True,False,True,0.020600645321419708,0,51,0,0.5720930232558139
47,2,0.9699434673679401,3.6, Numbers system,0,0,0,0,0,0,0,10,51,51,54,25,36,True,False,True,True,True,False,False,False,45,18,4,68,10,2612052,0.45569620253164556,False,True,False,True,False,False,False,True,0.02390998593530239,0,36,0,0.5720930232558139
48,2,0.34631776269206715,2.0, Kannada Aksharamale,0,0,0,0,0,0,0,7,83,83,87,10,75,False,False,True,True,False,True,True,True,88,86,28,89,48,437105,0.06329113924050633,True,True,False,True,False,False,True,True,0.22531645569620254,0,5,0,0.5720930232558139
49,2,0.8424158630466625,2a1, Match the following Kannada alphabet with given equivalent version of English,0.8180809665378264,69,12294489,2,89,19,61,6,87,87,41,26,38,True,True,False,False,True,False,False,False,94,24,20,31,26,476004,0.0759493670886076,False,False,True,True,True,True,True,True,0.07848101265822785,1,5,0,0.5489485134155185
50,3,0.21336003802553072,3a8, Write some common gender names,0.5086691954588876,33,8859807,5,21,11,2,3,27,27,21,67,5,True,False,False,False,True,True,True,False,28,12,9,30,0,2479428,0.35443037974683544,True,False,False,False,False,False,True,True,0.014064697609001406,1,27,0,0.5485714285714286
51,3,0.13882886489378987,3.7, List of Vegetables,0,0,0,0,0,0,0,6,94,94,37,90,78,True,False,True,True,False,False,True,True,58,24,18,39,0,3318040,0.5063291139240507,True,False,False,False,False,False,False,True,0.012341772151898734,0,40,0,0.5485714285714286
52,3,0.8327129512934414,4.1, nouns,0,0,0,0,0,0,0,6,72,72,67,6,4,True,False,True,False,False,True,True,False,92,88,15,88,8,4356450,0.6835443037974683,False,False,False,False,False,False,False,False,0.02062822315986873,0,54,0,0.5485714285714286
53,3,0.7678455506386955,3.2, Gender,0,0,0,0,0,0,0,3,22,22,24,55,18,False,False,True,True,True,True,False,True,14,9,5,22,22,1669100,0.25316455696202533,False,False,False,False,True,False,True,False,0.013924050632911392,0,20,0,0.5485714285714286
54,3,0.03600985134262169,2.1, Kannada stress letters - vattakshara (also often written as Ottakashara),0,0,0,0,0,0,0,7,23,23,83,72,20,False,True,False,True,True,False,True,True,53,42,20,49,6,489209,0.08860759493670886,False,True,True,False,True,False,True,True,0.08860759493670886,0,7,0,0.5485714285714286
55,3,0.4151668778156692,4.2, Pronouns,0,0,0,0,0,0,0,6,51,51,46,93,4,True,True,False,False,False,False,True,True,21,5,1,24,8,4572315,0.6962025316455697,False,True,False,True,True,False,False,True,0.005523590333716916,0,55,0,0.5485714285714286
56,3,0.4565171991352014,3.10, Words relating to time,0,0,0,0,0,0,0,8,28,28,65,64,20,True,True,False,True,False,False,True,False,41,2,1,6,3,3464428,0.5569620253164557,True,True,False,True,False,False,True,True,0.0017261219792865361,0,44,0,0.5485714285714286
57,3,0.11155210363681978,3a3, Identify singular and plural nouns in conversation.,0.917447868867497,27,6939270,1,30,1,26,9,93,93,78,78,2,False,False,False,False,False,True,True,True,100,89,26,137,22,1448550,0.22784810126582278,False,True,True,True,True,False,False,True,0.10201042442293373,1,17,0,0.5377622377622377
58,3,0.08994696423946424,2.3, Pronounciation (Uchcharane) Memorisation and usage of the Kannada letters,0,0,0,0,0,0,0,2,100,100,82,19,89,True,False,False,True,True,False,False,True,4,1,0,0,0,988966,0.13924050632911392,False,True,True,True,True,True,True,False,0.0,0,11,0,0.5377622377622377
59,3,0.28144937454085905,3.4, Antonyms,0,0,0,0,0,0,0,7,16,16,9,17,8,False,False,False,True,False,True,False,False,58,43,29,73,47,2793384,0.4177215189873418,False,True,True,True,False,False,True,False,0.028001534330648253,0,33,0,0.5377622377622377
60,3,0.9705702586930679,3.12, Words relating to human feelings and emotions,0,0,0,0,0,0,0,7,60,60,14,37,53,False,False,True,True,False,False,True,True,40,38,21,65,58,3070178,0.5822784810126582,False,True,False,False,False,False,False,True,0.017886626307099616,0,46,0,0.5377622377622377
61,3,0.6917825662093458,3a16, Mach food Items to english translation,0.6296923416862701,51,5884482,4,58,3,50,4,58,58,62,78,24,False,False,True,False,True,True,True,False,21,16,3,26,12,3083358,0.5443037974683544,True,True,True,True,False,True,False,False,0.007836045810729355,1,42,0,0.5188172043010753
62,3,0.5808613030099282,3.6.1, Mathematical signs,0,0,0,0,0,0,0,2,6,6,51,24,6,False,False,False,True,False,False,True,True,23,7,6,30,16,3014310,0.4936708860759494,True,True,True,True,True,False,True,True,0.009737098344693282,0,39,0,0.5188172043010753
63,3,0.724697429980412,3.11, Words relating to directions,0,0,0,0,0,0,0,6,77,77,30,81,32,False,True,False,True,True,True,True,True,61,61,40,89,72,3301290,0.569620253164557,False,False,False,True,True,False,False,False,0.025035161744022504,0,45,0,0.5188172043010753
64,3,0.37355833911068737,3.8, Names of Food Items,0,0,0,0,0,0,0,3,5,5,20,76,1,True,False,False,True,False,False,False,False,83,47,14,82,53,3744846,0.5316455696202531,True,False,False,False,False,False,False,True,0.02471368294153104,0,42,0,0.5188172043010753
65,3,0.7140555568112993,4a4, Use of conjunctions in Kannada sentences,0.7320794339771444,22,2896498,3,47,16,21,9,19,19,46,78,10,True,False,False,False,False,True,False,True,51,47,38,77,67,4935168,0.810126582278481,False,True,False,True,True,True,False,False,0.015471167369901548,1,63,0,0.5133550488599349
66,3,0.8134548786104087,2.2, Kannada Khaghunitha,0,0,0,0,0,0,0,10,39,39,22,16,39,True,False,True,False,True,False,True,True,30,30,23,76,58,769401,0.11392405063291139,True,False,False,True,True,False,True,False,0.10689170182841069,0,9,0,0.5133550488599349
67,3,0.35172775839936476,3.3, Interrogative words,0,0,0,0,0,0,0,7,82,82,72,33,18,False,True,False,True,False,False,False,False,69,45,33,60,58,2239967,0.3924050632911392,True,True,False,False,True,True,False,True,0.02449979583503471,0,31,0,0.5133550488599349
68,3,0.4781535645509353,3a18, Match human body Parts,0.7237851230688432,47,5524333,3,61,29,30,10,34,34,33,18,0,True,False,False,True,True,True,True,False,39,22,7,29,16,4236687,0.620253164556962,False,True,True,True,True,False,True,False,0.007647679324894515,1,48,0,0.5119047619047619
69,3,0.8749369569683234,3a1, Match kannada singular words to english.,0.7030707318635185,53,15130122,3,84,39,36,7,90,90,9,5,69,False,False,False,False,False,False,False,False,87,65,63,98,11,1185456,0.20253164556962025,False,False,True,True,True,True,True,False,0.08270042194092828,1,15,0,0.5095238095238095
70,3,0.7452254979202719,1.3, About Kannada Language (Kannada Bhashe),0,0,0,0,0,0,0,3,74,74,31,79,60,False,False,False,True,False,True,True,True,69,57,54,91,30,266660,0.05063291139240506,False,False,False,True,False,False,False,True,0.2879746835443038,0,4,0,0.5095238095238095
71,3,0.13387666393663544,4.4, kannada Verbs,0,0,0,0,0,0,0,1,3,3,30,76,0,False,False,False,False,False,True,True,False,11,6,4,56,37,4164928,0.7468354430379747,False,False,True,True,True,False,False,True,0.012014589143960523,0,59,0,0.5095238095238095
72,3,0.4807335097424743,4a1, Identify adjectives in sentences,0.6434117905791705,19,3113473,4,25,13,10,6,92,92,75,83,65,True,False,True,False,False,False,False,True,98,2,1,48,16,5156026,0.7341772151898734,False,True,True,True,True,False,True,False,0.010659560293137908,1,57,0,0.5096774193548387
73,3,0.27316195275182575,4.3, Kannada adjectives and its usage,0,0,0,0,0,0,0,5,56,56,7,70,16,False,True,False,False,True,False,True,False,46,18,10,58,21,3622179,0.7215189873417721,True,True,True,True,False,False,False,True,0.012880302020874972,0,57,0,0.5096774193548387
74,3,0.2352086548488983,4a6, Translate Kannada sentences to english,0.8343225286478146,28,7633948,2,40,22,17,2,32,32,5,88,5,False,False,False,True,False,True,True,False,69,44,41,79,73,5866035,0.8734177215189873,False,True,False,False,True,False,False,False,0.014705882352941176,1,68,0,0.5106017191977077
75,3,0.10310683782139107,3a15, Match numbers with Kannada translation,0.5879478196860084,2,156042,5,4,1,0,1,32,32,75,74,1,False,True,False,False,True,True,True,False,9,8,5,27,24,2454572,0.4810126582278481,False,False,False,True,True,False,False,True,0.009237085186452275,1,37,0,0.5100057175528874
76,3,0.7600026119549032,5.2, Conversation-2,0,0,0,0,0,0,0,1,42,42,10,13,30,False,True,False,True,False,True,True,False,71,44,5,53,10,5092699,0.9240506329113924,True,False,False,False,True,True,True,False,0.009190220218484481,0,73,0,0.5100057175528874
77,3,0.2299512999910498,3.6, Numbers system,0,0,0,0,0,0,0,8,8,8,92,94,8,True,False,False,True,True,False,False,True,74,60,43,93,92,2406312,0.45569620253164556,False,False,True,False,False,True,False,True,0.03270042194092827,0,36,0,0.5100057175528874
78,3,0.08599200654893469,3a10, Identify genders in given sentences,0.7556501744881371,68,23004808,3,77,40,33,4,3,3,5,41,3,True,True,True,False,True,False,True,True,76,6,5,21,1,2252070,0.379746835443038,False,True,False,True,False,False,True,True,0.009166302924487123,1,29,0,0.5104052573932092
79,3,0.14626867421687717,4.6, Conjunctions in Kannada,0,0,0,0,0,0,0,10,72,72,63,78,7,False,False,True,True,False,True,True,True,18,8,1,18,5,5060727,0.7974683544303798,True,True,True,False,True,False,False,True,0.003616636528028933,0,63,0,0.5104052573932092
80,3,0.09971896370560096,4.5, Adverbs,0,0,0,0,0,0,0,1,78,78,33,81,46,False,True,True,False,False,True,False,True,3,3,3,49,28,4903363,0.7721518987341772,False,False,True,True,True,False,False,False,0.01016808466486823,0,61,0,0.5104052573932092
81,3,0.25958156336844773,2a1, Match the following Kannada alphabet with given equivalent version of English,0.4116373655510344,75,17873175,6,146,67,73,1,19,19,66,9,12,False,False,False,True,True,False,False,True,93,62,39,72,22,539958,0.0759493670886076,True,True,False,False,False,True,False,False,0.18227848101265823,1,5,0,0.5065922920892495
82,3,0.4902048405435465,4.2.1, Use of pronouns in Kannada sentences,0,0,0,0,0,0,0,8,31,31,96,24,8,False,False,True,False,True,True,True,True,83,41,5,88,85,3662064,0.7088607594936709,False,True,False,False,False,False,False,False,0.019891500904159132,0,56,0,0.5065922920892495
83,3,0.6258200777334368,3a6, Write some feminine gender names,0.47626825475419515,65,12837825,6,85,37,38,6,25,25,29,93,11,False,False,True,True,False,True,True,True,34,30,25,78,27,1850238,0.3291139240506329,True,False,True,True,False,True,False,False,0.03949367088607595,1,25,0,0.5036460865337871
84,3,0.1882133025072411,2a5, To accustom with the Kannada alphabets(structured consonants) pronounce the words given in the table.,0.581394729387273,65,14799265,5,114,57,56,9,2,2,46,54,2,False,True,True,True,True,True,True,True,72,4,2,53,30,821743,0.16455696202531644,True,True,False,False,True,True,False,False,0.05590717299578059,1,12,0,0.5034546292031322
85,3,0.20730435849488904,1.2, Hints for correct and polite conversation,0,0,0,0,0,0,0,6,9,9,95,45,5,False,True,True,False,True,True,False,False,0,0,0,0,0,236919,0.0379746835443038,True,True,True,True,False,False,False,False,0.0,0,3,0,0.5034546292031322
86,3,0.8856630496295713,3.15, Words relating to place of living,0,0,0,0,0,0,0,9,72,72,6,17,62,True,True,False,True,True,True,True,True,28,11,2,45,31,4136763,0.6455696202531646,True,True,False,True,False,True,True,False,0.011169024571854059,0,51,0,0.5034546292031322
87,3,0.3490235720049404,5.3, Conversation-3,0,0,0,0,0,0,0,5,80,80,29,85,40,False,False,False,False,True,True,True,False,89,73,70,89,50,4860394,0.9367088607594937,False,False,True,False,False,False,True,False,0.015224084844338008,0,74,0,0.5034546292031322
88,3,0.2707008875036535,4.9, Simple communicative sentences in Kannada,0,0,0,0,0,0,0,7,46,46,33,32,31,False,False,False,False,True,True,False,True,59,42,19,75,52,4133312,0.8607594936708861,False,True,True,False,True,True,True,False,0.013961280714817573,0,68,0,0.5034546292031322
89,3,0.7108414781385285,3a9, Match the genders,0.5332619087189301,98,18466532,5,182,87,90,1,55,55,61,94,33,True,True,True,False,False,True,False,False,71,6,3,12,9,2102964,0.3670886075949367,True,False,True,False,False,True,False,True,0.0054249547920434,1,28,0,0.5014874628134297
90,3,0.23258968385831225,5.0, Vocabulary,0,0,0,0,0,0,0,6,31,31,28,48,25,True,False,False,False,False,True,False,True,17,2,1,49,46,5577973,0.8987341772151899,False,True,False,True,False,False,True,True,0.008735960064182563,0,71,0,0.5014874628134297
91,3,0.38385279661879756,1.0, Necessity of learning a local language,0,0,0,0,0,0,0,10,93,93,67,39,12,True,True,False,True,False,False,False,True,93,52,37,73,53,69676,0.012658227848101266,True,True,True,True,True,True,True,False,0.9240506329113924,0,1,0,0.5014874628134297
92,3,0.23339686610865873,3.14, Word relating to relationship,0,0,0,0,0,0,0,6,96,96,27,6,85,False,True,True,False,True,True,True,True,40,27,6,70,68,3735100,0.6329113924050633,False,True,True,True,True,False,True,False,0.017721518987341773,0,50,0,0.5014874628134297
93,3,0.6694251086234249,3a5, Write some masculine gender names,0.6315188713892653,77,25656862,4,96,24,71,8,95,95,90,45,33,False,True,False,False,True,True,False,False,59,34,4,68,68,1602200,0.31645569620253167,False,True,False,True,False,True,False,True,0.035864978902953586,1,24,0,0.4916292364230298
94,3,0.9540691486901152,4.10, Enquiry Questions,0,0,0,0,0,0,0,2,1,1,66,83,0,True,False,True,False,True,True,False,True,0,0,0,0,0,4248300,0.8860759493670886,True,False,False,True,False,True,True,False,0.0,0,70,0,0.4916292364230298
95,3,0.724246115188256,3a2, Match kannada plural words to english.,0.9535181142764402,70,10490340,1,64,6,56,9,44,44,80,64,1,True,True,False,True,True,False,False,False,60,37,21,63,13,1266636,0.21518987341772153,True,False,True,False,True,False,True,False,0.049841772151898736,1,16,0,0.48149621965777956
96,3,0.2434702991536386,4.7, Prepositions in Kannada,0,0,0,0,0,0,0,10,88,88,89,26,12,True,True,False,True,False,False,True,False,28,22,14,56,42,4990635,0.8227848101265823,False,True,True,True,False,True,True,False,0.010905550146056476,0,65,0,0.48149621965777956
97,3,0.6177482018583385,2.0, Kannada Aksharamale,0,0,0,0,0,0,0,7,84,84,16,60,56,True,False,True,True,True,True,False,True,96,76,5,109,54,378410,0.06329113924050633,False,True,False,True,True,True,True,False,0.2759493670886076,0,5,0,0.48149621965777956
98,3,0.11960346396532884,3a7, Write some neuter gender names,0.7606850804574377,94,16824496,3,169,80,79,7,41,41,72,2,37,True,True,True,False,False,True,True,True,18,5,4,48,8,1815912,0.34177215189873417,False,False,True,True,True,True,False,True,0.023369036027263874,1,26,0,0.4809843400447427
